Language Name,Package Name,Query Name,Query Severity,CWE ID
Apex,Apex_Force_com_Code_Quality,Multiple_Trigger_On_same_sObject,Low,0
Apex,Apex_Force_com_Code_Quality,Queries_With_No_Where_Or_Limit_Clause,Low,0
Apex,Apex_Force_com_Code_Quality,SOSL_SOQL_Statments_Inside_Loops,Low,0
Apex,Apex_Force_com_Code_Quality,Use_of_Hard_Coded_Cryptographic_Key,Low,321
Apex,Apex_Low_Visibility,Escape_False_Warning,Low,0
Apex,Apex_Low_Visibility,Hardcoded_Password,Low,259
Apex,Apex_Low_Visibility,Parameter_Tampering,Low,472
Apex,Apex_Low_Visibility,Password_misuse,Low,0
Apex,Apex_Low_Visibility,Potential_Frame_Injection,Low,0
Apex,Apex_Low_Visibility,Potential_URL_Redirection_Attack,Low,601
Apex,Apex_Low_Visibility,Privacy_Violation,Low,359
Apex,Apex_Low_Visibility,Second_Order_SOQL_SOSL_Injection,Low,89
Apex,Apex_Low_Visibility,Use_of_Broken_or_Risky_Cryptographic_Algorithm,Low,327
Apex,Apex_Low_Visibility,Verbose_Error_Reporting,Low,209
Apex,Apex_Force_com_Code_Quality,Hardcoded_Messages,Information,547
Apex,Apex_Force_com_Code_Quality,HTTP_Callouts,Information,0
Apex,Apex_Force_com_Code_Quality,Test_Assert_Without_Message,Information,0
Apex,Apex_Force_com_Code_Quality,Test_Methods_With_No_Assert,Information,0
Apex,Apex_Force_com_Code_Quality,Unused_Variable,Information,563
Apex,Apex_Force_com_Code_Quality,Use_Of_Ajax_Toolkit,Information,0
Apex,Apex_ISV_Quality_Rules,ActionPoller_Frequency_Check,Information,0
Apex,Apex_ISV_Quality_Rules,Ajax_Toolkit_From_VF,Information,0
Apex,Apex_ISV_Quality_Rules,Batch_Apex_exists,Information,0
Apex,Apex_ISV_Quality_Rules,Batch_Apex_makes_outbound_call,Information,0
Apex,Apex_ISV_Quality_Rules,DmlOptions_Set_To_False,Information,0
Apex,Apex_ISV_Quality_Rules,Empty_Catch_Blocks,Information,0
Apex,Apex_ISV_Quality_Rules,Empty_IfStmt,Information,0
Apex,Apex_ISV_Quality_Rules,Empty_Methods,Information,0
Apex,Apex_ISV_Quality_Rules,Empty_WhileStmt,Information,0
Apex,Apex_ISV_Quality_Rules,Find_Exposed_Test_Data,Information,0
Apex,Apex_ISV_Quality_Rules,Future_exists,Information,0
Apex,Apex_ISV_Quality_Rules,Old_API_Version,Information,0
Apex,Apex_ISV_Quality_Rules,Outbound_Email_Send,Information,0
Apex,Apex_ISV_Quality_Rules,Report_with_no_Filter,Information,0
Apex,Apex_ISV_Quality_Rules,SOQL_Dynamic_null_in_Where,Information,0
Apex,Apex_ISV_Quality_Rules,SOQL_Formula_in_Where,Information,0
Apex,Apex_ISV_Quality_Rules,SOQL_Hardcoded_null_in_Where,Information,1067
Apex,Apex_ISV_Quality_Rules,SOQL_Relationship_in_Where,Information,1067
Apex,Apex_ISV_Quality_Rules,SOQL_With_All_Fields,Information,400
Apex,Apex_ISV_Quality_Rules,SOQL_with_All_Fields_in_loop,Information,400
Apex,Apex_ISV_Quality_Rules,SOSL_With_Where_Clause,Information,0
Apex,Apex_ISV_Quality_Rules,Warn_About_Viewstate_Size_Limit,Information,0
Apex,Apex_ISV_Quality_Rules,Workflow_sends_Emails,Information,0
ASP,ASP_High_Risk,Code_Injection,High,94
ASP,ASP_High_Risk,Command_Injection,High,77
ASP,ASP_High_Risk,Connection_String_Injection,High,99
ASP,ASP_High_Risk,Dangerous_File_Upload,High,434
ASP,ASP_High_Risk,LDAP_Injection,High,90
ASP,ASP_High_Risk,Reflected_XSS_All_Clients,High,79
ASP,ASP_High_Risk,Resource_Injection,High,99
ASP,ASP_High_Risk,Second_Order_SQL_Injection,High,89
ASP,ASP_High_Risk,SQL_Injection,High,89
ASP,ASP_High_Risk,Stored_XSS,High,79
ASP,ASP_High_Risk,UTF7_XSS,High,79
ASP,ASP_High_Risk,XPath_Injection,High,643
ASP,ASP_Medium_Threat,DB_Parameter_Tampering,Medium,284
ASP,ASP_Medium_Threat,DoS_by_Sleep,Medium,730
ASP,ASP_Medium_Threat,HTTP_Response_Splitting,Medium,113
ASP,ASP_Medium_Threat,Improper_Locking,Medium,667
ASP,ASP_Medium_Threat,Parameter_Tampering,Medium,472
ASP,ASP_Medium_Threat,Path_Traversal,Medium,36
ASP,ASP_Medium_Threat,Privacy_Violation,Medium,359
ASP,ASP_Medium_Threat,Reflected_XSS_Specific_Clients,Medium,79
ASP,ASP_Medium_Threat,SQL_Injection_Evasion_Attack,Medium,89
ASP,ASP_Medium_Threat,Stored_Code_Injection,Medium,94
ASP,ASP_Medium_Threat,Trust_Boundary_Violation,Medium,501
ASP,ASP_Medium_Threat,Unclosed_Connection,Medium,404
ASP,ASP_Medium_Threat,Untrusted_Activex,Medium,618
ASP,ASP_Medium_Threat,Use_of_Hard_coded_Cryptographic_Key,Medium,321
ASP,ASP_Medium_Threat,XSRF,Medium,352
ASP,ASP_Heuristic,Heuristic_2nd_Order_SQL_Injection,Low,89
ASP,ASP_Heuristic,Heuristic_DB_Parameter_Tampering,Low,284
ASP,ASP_Heuristic,Heuristic_Parameter_Tampering,Low,472
ASP,ASP_Heuristic,Heuristic_SQL_Injection,Low,89
ASP,ASP_Heuristic,Heuristic_Stored_XSS,Low,79
ASP,ASP_Heuristic,Heuristic_XSRF,Low,352
ASP,ASP_Low_Visibility,Blind_SQL_Injections,Low,89
ASP,ASP_Low_Visibility,Cleansing_Canonicalization_and_Comparison_Errors,Low,171
ASP,ASP_Low_Visibility,Client_Side_Only_Validation,Low,602
ASP,ASP_Low_Visibility,Hardcoded_password_in_Connection_String,Low,547
ASP,ASP_Low_Visibility,Impersonation_Issue,Low,520
ASP,ASP_Low_Visibility,Improper_Exception_Handling,Low,248
ASP,ASP_Low_Visibility,Improper_Resource_Shutdown_or_Release,Low,404
ASP,ASP_Low_Visibility,Improper_Session_Management,Low,201
ASP,ASP_Low_Visibility,Improper_Transaction_Handling,Low,460
ASP,ASP_Low_Visibility,Information_Exposure_Through_an_Error_Message,Low,209
ASP,ASP_Low_Visibility,Information_Leak_Through_Persistent_Cookies,Low,539
ASP,ASP_Low_Visibility,Insecure_Randomness,Low,330
ASP,ASP_Low_Visibility,Insufficiently_Protected_Credentials,Low,522
ASP,ASP_Low_Visibility,JavaScript_Hijacking,Low,352
ASP,ASP_Low_Visibility,Leaving_Temporary_Files,Low,376
ASP,ASP_Low_Visibility,Log_Forging,Low,117
ASP,ASP_Low_Visibility,Open_Redirect,Low,601
ASP,ASP_Low_Visibility,Script_Poinsoning,Low,20
ASP,ASP_Low_Visibility,Server_Code_In_Client_Comment,Low,615
ASP,ASP_Low_Visibility,Session_Clearing_Problems,Low,613
ASP,ASP_Low_Visibility,Session_Poisoning,Low,472
ASP,ASP_Low_Visibility,Thread_Safety_Issue,Low,567
ASP,ASP_Low_Visibility,URL_Canonicalization_Issue,Low,647
ASP,ASP_Low_Visibility,Use_Of_Hardcoded_Password,Low,259
ASP,ASP_Low_Visibility,XSS_Evasion_Attack,Low,79
ASP,ASP_Best_Coding_Practice,Aptca_Methods_Call_Non_Aptca_Methods,Information,0
ASP,ASP_Best_Coding_Practice,Dynamic_SQL_Queries,Information,89
ASP,ASP_Best_Coding_Practice,Empty_Catch,Information,390
ASP,ASP_Best_Coding_Practice,Hardcoded_Absolute_Path,Information,426
ASP,ASP_Best_Coding_Practice,Hardcoded_Connection_String,Information,798
ASP,ASP_Best_Coding_Practice,Just_One_of_Equals_and_Hash_code_Defined,Information,581
ASP,ASP_Best_Coding_Practice,Missing_XML_Validation,Information,112
ASP,ASP_Best_Coding_Practice,NULL_Argument_to_Equals,Information,0
ASP,ASP_Best_Coding_Practice,Pages_Without_Global_Error_Handler,Information,12
ASP,ASP_Best_Coding_Practice,PersistSecurityInfo_is_True,Information,0
ASP,ASP_Best_Coding_Practice,Sockets_in_WebApp,Information,246
ASP,ASP_Best_Coding_Practice,Threads_in_WebApp,Information,383
ASP,ASP_Best_Coding_Practice,Unclosed_Objects,Information,0
ASP,ASP_Best_Coding_Practice,Unvalidated_Arguments_Of_Public_Methods,Information,0
ASP,ASP_Best_Coding_Practice,Use_of_System_Output_Stream,Information,0
ASP,ASP_Best_Coding_Practice,Visible_Fields,Information,0
Cobol,Cobol_High_Risk,Command_Injection,High,77
Cobol,Cobol_High_Risk,Module_Injection,High,610
Cobol,Cobol_High_Risk,Reflected_XSS_All_Clients,High,79
Cobol,Cobol_High_Risk,Resource_Injection,High,99
Cobol,Cobol_High_Risk,Sql_Injection,High,89
Cobol,Cobol_Medium_Threat,Ignored_Error_Conditions,Medium,703
Cobol,Cobol_Medium_Threat,Path_Traversal,Medium,36
Cobol,Cobol_Low_Visibility,Information_Leak_Through_Comments,Low,615
Cobol,Cobol_Low_Visibility,Use_Of_Hardcoded_Password,Low,259
Cobol,Cobol_Heuristic,Possible_Module_Injection,Information,610
CPP,CPP_Buffer_Overflow,Buffer_Improper_Index_Access,High,129
CPP,CPP_Buffer_Overflow,Buffer_Overflow_boundedcpy,High,120
CPP,CPP_Buffer_Overflow,Buffer_Overflow_cin,High,120
CPP,CPP_Buffer_Overflow,Buffer_Overflow_cpycat,High,120
CPP,CPP_Buffer_Overflow,Buffer_Overflow_fgets,High,120
CPP,CPP_Buffer_Overflow,Buffer_Overflow_Indexes,High,120
CPP,CPP_Buffer_Overflow,Buffer_Overflow_IndexFromInput,High,787
CPP,CPP_Buffer_Overflow,Buffer_Overflow_LongString,High,120
CPP,CPP_Buffer_Overflow,Buffer_Overflow_LowBound,High,120
CPP,CPP_Buffer_Overflow,Buffer_Overflow_OutOfBound,High,120
CPP,CPP_Buffer_Overflow,Buffer_Overflow_scanf,High,120
CPP,CPP_Buffer_Overflow,Buffer_Overflow_sizeof,High,120
CPP,CPP_Buffer_Overflow,Buffer_Overflow_StrcpyStrcat,High,120
CPP,CPP_Buffer_Overflow,Buffer_Overflow_unbounded,High,120
CPP,CPP_Buffer_Overflow,Buffer_Overflow_Unbounded_Buffer,High,120
CPP,CPP_Buffer_Overflow,Buffer_Overflow_Unbounded_Format,High,120
CPP,CPP_Buffer_Overflow,Buffer_Overflow_Wrong_Buffer_Size,High,131
CPP,CPP_Buffer_Overflow,Format_String_Attack,High,134
CPP,CPP_Buffer_Overflow,Improper_Null_Termination,High,170
CPP,CPP_Buffer_Overflow,Off_by_One_Error,High,193
CPP,CPP_Buffer_Overflow,Off_by_One_Error_in_Arrays,High,193
CPP,CPP_Buffer_Overflow,Open_SSL_HeartBleed,High,120
CPP,CPP_Buffer_Overflow,String_Termination_cin,High,170
CPP,CPP_Buffer_Overflow,String_Termination_Error,High,170
CPP,CPP_High_Risk,CGI_Reflected_XSS,High,79
CPP,CPP_High_Risk,CGI_Stored_XSS,High,79
CPP,CPP_High_Risk,Command_Injection,High,77
CPP,CPP_High_Risk,Connection_String_Injection,High,99
CPP,CPP_High_Risk,LDAP_Injection,High,90
CPP,CPP_High_Risk,Process_Control,High,114
CPP,CPP_High_Risk,Resource_Injection,High,99
CPP,CPP_High_Risk,SQL_Injection,High,89
CPP,CPP_Buffer_Overflow,Buffer_Overflow_AddressOfLocalVarReturned,Medium,562
CPP,CPP_Buffer_Overflow,Buffer_Overflow_boundcpy_WrongSizeParam,Medium,121
CPP,CPP_Buffer_Overflow,Buffer_Overflow_boundedcpy2,Medium,120
CPP,CPP_Buffer_Overflow,Buffer_Overflow_Loops,Medium,193
CPP,CPP_Buffer_Overflow,Buffer_Overflow_Loops_Old,Medium,193
CPP,CPP_Buffer_Overflow,Missing_Precision,Medium,120
CPP,CPP_Buffer_Overflow,MultiByte_String_Length,Medium,135
CPP,CPP_Buffer_Overflow,Off_by_One_Error_in_Loops,Medium,193
CPP,CPP_Buffer_Overflow,Off_by_One_Error_in_Methods,Medium,193
CPP,CPP_Insecure_Credential_Storage,Comparison_Timing_Attack,Medium,208
CPP,CPP_Insecure_Credential_Storage,Insecure_Scrypt_Parameters,Medium,522
CPP,CPP_Insecure_Credential_Storage,Insufficient_BCrypt_Cost,Medium,522
CPP,CPP_Insecure_Credential_Storage,Insufficient_Output_Length,Medium,522
CPP,CPP_Insecure_Credential_Storage,PBKDF2_Insufficient_Iteration_Count,Medium,522
CPP,CPP_Insecure_Credential_Storage,PBKDF2_Weak_Salt_Value,Medium,522
CPP,CPP_Insecure_Credential_Storage,Scrypt_Weak_Salt_Value,Medium,522
CPP,CPP_Insecure_Credential_Storage,Weak_Mechanism,Medium,522
CPP,CPP_Integer_Overflow,Boolean_Overflow,Medium,190
CPP,CPP_Integer_Overflow,Char_Overflow,Medium,190
CPP,CPP_Integer_Overflow,Float_Overflow,Medium,190
CPP,CPP_Integer_Overflow,Integer_Overflow,Medium,190
CPP,CPP_Integer_Overflow,Long_Overflow,Medium,190
CPP,CPP_Integer_Overflow,Short_Overflow,Medium,190
CPP,CPP_Integer_Overflow,Type_Conversion_Error,Medium,681
CPP,CPP_Integer_Overflow,Wrong_Size_t_Allocation,Medium,789
CPP,CPP_Medium_Threat,Cleartext_Transmission_Of_Sensitive_Information,Medium,319
CPP,CPP_Medium_Threat,Dangerous_Functions,Medium,242
CPP,CPP_Medium_Threat,DB_Parameter_Tampering,Medium,284
CPP,CPP_Medium_Threat,Divide_By_Zero,Medium,369
CPP,CPP_Medium_Threat,DoS_by_Sleep,Medium,730
CPP,CPP_Medium_Threat,Double_Free,Medium,415
CPP,CPP_Medium_Threat,Download_of_Code_Without_Integrity_Check,Medium,494
CPP,CPP_Medium_Threat,Environment_Injection,Medium,77
CPP,CPP_Medium_Threat,Hardcoded_password_in_Connection_String,Medium,547
CPP,CPP_Medium_Threat,Improperly_Locked_Memory,Medium,591
CPP,CPP_Medium_Threat,Inadequate_Encryption_Strength,Medium,326
CPP,CPP_Medium_Threat,Inadequate_Pointer_Validation,Medium,477
CPP,CPP_Medium_Threat,Memory_Leak,Medium,401
CPP,CPP_Medium_Threat,MemoryFree_on_StackVariable,Medium,590
CPP,CPP_Medium_Threat,Parameter_Tampering,Medium,472
CPP,CPP_Medium_Threat,Path_Traversal,Medium,36
CPP,CPP_Medium_Threat,Plaintext_Storage_Of_A_Password,Medium,256
CPP,CPP_Medium_Threat,Setting_Manipulation,Medium,15
CPP,CPP_Medium_Threat,Uncontrolled_Recursion,Medium,674
CPP,CPP_Medium_Threat,Use_After_Free,Medium,416
CPP,CPP_Medium_Threat,Use_of_a_One_Way_Hash_without_a_Salt,Medium,759
CPP,CPP_Medium_Threat,Use_of_Hard_coded_Cryptographic_Key,Medium,321
CPP,CPP_Medium_Threat,Use_of_Uninitialized_Pointer,Medium,457
CPP,CPP_Medium_Threat,Use_of_Uninitialized_Variable,Medium,457
CPP,CPP_Medium_Threat,Use_of_Zero_Initialized_Pointer,Medium,457
CPP,CPP_Medium_Threat,Wrong_Memory_Allocation,Medium,131
CPP,CPP_Stored_Vulnerabilities,Second_Order_SQL_Injection,Medium,89
CPP,CPP_Stored_Vulnerabilities,Stored_Buffer_Overflow_boundcpy,Medium,120
CPP,CPP_Stored_Vulnerabilities,Stored_Buffer_Overflow_cpycat,Medium,120
CPP,CPP_Stored_Vulnerabilities,Stored_Buffer_Overflow_fgets,Medium,120
CPP,CPP_Stored_Vulnerabilities,Stored_Buffer_Overflow_fscanf,Medium,120
CPP,CPP_Stored_Vulnerabilities,Stored_Command_Injection,Medium,77
CPP,CPP_Stored_Vulnerabilities,Stored_Connection_String_Injection,Medium,99
CPP,CPP_Stored_Vulnerabilities,Stored_Format_String_Attack,Medium,134
CPP,CPP_Stored_Vulnerabilities,Stored_LDAP_Injection,Medium,90
CPP,CPP_Stored_Vulnerabilities,Stored_Process_Control,Medium,114
CPP,CPP_Stored_Vulnerabilities,Stored_Resource_Injection,Medium,99
CPP,CPP_Weak_Cryptography,Asymmetric_Encryption_Improper_Padding,Medium,326
CPP,CPP_Weak_Cryptography,Asymmetric_Encryption_Insufficient_Key_Size,Medium,326
CPP,CPP_Weak_Cryptography,Asymmetric_Encryption_RSA_Low_Public_Exponent,Medium,326
CPP,CPP_Weak_Cryptography,Encoding_Used_Instead_of_Encryption,Medium,311
CPP,CPP_Weak_Cryptography,Hashing_Length_Extension_Attack,Medium,326
CPP,CPP_Weak_Cryptography,Personal_Information_Without_Encryption,Medium,311
CPP,CPP_Weak_Cryptography,Symmetric_Encryption_Insecure_Cipher_Mode,Medium,326
CPP,CPP_Weak_Cryptography,Symmetric_Encryption_Insecure_Predictable_IV,Medium,326
CPP,CPP_Weak_Cryptography,Symmetric_Encryption_Insecure_Predictable_Key,Medium,326
CPP,CPP_Weak_Cryptography,Symmetric_Encryption_Insecure_Static_IV,Medium,326
CPP,CPP_Weak_Cryptography,Symmetric_Encryption_Insecure_Static_Key,Medium,326
CPP,CPP_Weak_Cryptography,Use_Of_Weak_Hashing_Primitive,Medium,326
CPP,CPP_Weak_Cryptography,Weak_Randomness_Biased_Random_Sample,Medium,330
CPP,CPP_Buffer_Overflow,Potential_Precision_Problem,Low,120
CPP,CPP_Heuristic,Freed_Pointer_Not_Set_To_Null,Low,476
CPP,CPP_Heuristic,Heuristic_2nd_Order_Buffer_Overflow_malloc,Low,120
CPP,CPP_Heuristic,Heuristic_2nd_Order_Buffer_Overflow_read,Low,120
CPP,CPP_Heuristic,Heuristic_2nd_Order_SQL_Injection,Low,89
CPP,CPP_Heuristic,Heuristic_Buffer_Improper_Index_Access,Low,129
CPP,CPP_Heuristic,Heuristic_Buffer_Overflow_malloc,Low,120
CPP,CPP_Heuristic,Heuristic_Buffer_Overflow_read,Low,120
CPP,CPP_Heuristic,Heuristic_CGI_Stored_XSS,Low,79
CPP,CPP_Heuristic,Heuristic_DB_Parameter_Tampering,Low,284
CPP,CPP_Heuristic,Heuristic_NULL_Pointer_Dereference1,Low,476
CPP,CPP_Heuristic,Heuristic_NULL_Pointer_Dereference2,Low,476
CPP,CPP_Heuristic,Heuristic_Parameter_Tampering,Low,472
CPP,CPP_Heuristic,Heuristic_SQL_Injection,Low,89
CPP,CPP_Heuristic,Heuristic_Unchecked_Return_Value,Low,252
CPP,CPP_Heuristic,Potential_Off_by_One_Error_in_Loops,Low,193
CPP,CPP_Low_Visibility,Arithmetic_Operation_On_Boolean,Low,398
CPP,CPP_Low_Visibility,Blind_SQL_Injections,Low,89
CPP,CPP_Low_Visibility,Creation_of_chroot_Jail_without_Changing_Working_Directory,Low,243
CPP,CPP_Low_Visibility,Deprecated_CRT_Functions_VS2005,Low,477
CPP,CPP_Low_Visibility,Exposure_of_System_Data_to_Unauthorized_Control_Sphere,Low,497
CPP,CPP_Low_Visibility,Heap_Inspection,Low,244
CPP,CPP_Low_Visibility,Improper_Exception_Handling,Low,248
CPP,CPP_Low_Visibility,Improper_Resource_Access_Authorization,Low,285
CPP,CPP_Low_Visibility,Improper_Resource_Shutdown_or_Release,Low,404
CPP,CPP_Low_Visibility,Improper_Transaction_Handling,Low,460
CPP,CPP_Low_Visibility,Inconsistent_Implementations,Low,474
CPP,CPP_Low_Visibility,Incorrect_Permission_Assignment_For_Critical_Resources,Low,732
CPP,CPP_Low_Visibility,Information_Exposure_Through_an_Error_Message,Low,209
CPP,CPP_Low_Visibility,Information_Exposure_Through_Comments,Low,615
CPP,CPP_Low_Visibility,Insecure_Temporary_File,Low,377
CPP,CPP_Low_Visibility,Insufficiently_Protected_Credentials,Low,522
CPP,CPP_Low_Visibility,Leaving_Temporary_Files,Low,376
CPP,CPP_Low_Visibility,Leftover_Debug_Code,Low,489
CPP,CPP_Low_Visibility,Log_Forging,Low,117
CPP,CPP_Low_Visibility,NULL_Pointer_Dereference,Low,476
CPP,CPP_Low_Visibility,Potential_Path_Traversal,Low,36
CPP,CPP_Low_Visibility,Privacy_Violation,Low,359
CPP,CPP_Low_Visibility,Reliance_on_DNS_Lookups_in_a_Decision,Low,350
CPP,CPP_Low_Visibility,Sizeof_Pointer_Argument,Low,467
CPP,CPP_Low_Visibility,Stored_Blind_SQL_Injections,Low,89
CPP,CPP_Low_Visibility,TOCTOU,Low,367
CPP,CPP_Low_Visibility,Unchecked_Array_Index,Low,129
CPP,CPP_Low_Visibility,Unchecked_Return_Value,Low,252
CPP,CPP_Low_Visibility,Undefined_Behavior,Low,475
CPP,CPP_Low_Visibility,Unreleased_Resource_Leak,Low,411
CPP,CPP_Low_Visibility,Use_Of_Deprecated_Class,Low,477
CPP,CPP_Low_Visibility,Use_Of_Hardcoded_Password,Low,259
CPP,CPP_Low_Visibility,Use_of_Insufficiently_Random_Values,Low,330
CPP,CPP_Low_Visibility,Use_of_Obsolete_Functions,Low,477
CPP,CPP_Low_Visibility,Use_of_Sizeof_On_a_Pointer_Type,Low,467
CPP,CPP_Stored_Vulnerabilities,Stored_DB_Parameter_Tampering,Low,284
CPP,CPP_Stored_Vulnerabilities,Stored_DoS_by_Sleep,Low,730
CPP,CPP_Stored_Vulnerabilities,Stored_Environment_Injection,Low,77
CPP,CPP_Stored_Vulnerabilities,Stored_Log_Forging,Low,117
CPP,CPP_Stored_Vulnerabilities,Stored_Parameter_Tampering,Low,472
CPP,CPP_Stored_Vulnerabilities,Stored_Path_Traversal,Low,36
CPP,CPP_Best_Coding_Practice,Buffer_Size_Literal,Information,118
CPP,CPP_Best_Coding_Practice,Buffer_Size_Literal_Condition,Information,118
CPP,CPP_Best_Coding_Practice,Buffer_Size_Literal_Overflow,Information,118
CPP,CPP_Best_Coding_Practice,Dead_Code,Information,561
CPP,CPP_Best_Coding_Practice,Declaration_Of_Catch_For_Generic_Exception,Information,396
CPP,CPP_Best_Coding_Practice,Detection_of_Error_Condition_Without_Action,Information,390
CPP,CPP_Best_Coding_Practice,Empty_Methods,Information,398
CPP,CPP_Best_Coding_Practice,Exposure_of_Resource_to_Wrong_Sphere,Information,493
CPP,CPP_Best_Coding_Practice,GOTO_Statement,Information,699
CPP,CPP_Best_Coding_Practice,Hardcoded_Absolute_Path,Information,426
CPP,CPP_Best_Coding_Practice,Magic_Numbers,Information,0
CPP,CPP_Best_Coding_Practice,Methods_Without_ReturnType,Information,10712
CPP,CPP_Best_Coding_Practice,Non_Private_Static_Constructors,Information,0
CPP,CPP_Best_Coding_Practice,Reliance_On_Untrusted_Inputs_In_Security_Decision,Information,807
CPP,CPP_Best_Coding_Practice,Unused_Variable,Information,563
CPP,CPP_Best_Coding_Practice,Unvalidated_Arguments_Of_Public_Methods,Information,0
CPP,CPP_Integer_Overflow,Get_Right_Assignment,Information,190
CPP,CPP_MISRA_C,R02_02_CPP_Comment_Style,Information,0
CPP,CPP_MISRA_C,R02_03_Nested_Comments,Information,0
CPP,CPP_MISRA_C,R02_04_Code_Commented_Out,Information,0
CPP,CPP_MISRA_C,R03_04_Not_Explained_Pragma_Usage,Information,0
CPP,CPP_MISRA_C,R04_01_Non_ISO_Escape_Sequences,Information,0
CPP,CPP_MISRA_C,R04_02_Trigraphs,Information,0
CPP,CPP_MISRA_C,R05_01_Identifiers_Length_Violation,Information,0
CPP,CPP_MISRA_C,R05_02_Identifiers_Hiding_Outer_Scope_Identifiers,Information,0
CPP,CPP_MISRA_C,R05_03_Typedef_Name_Reused,Information,0
CPP,CPP_MISRA_C,R05_04_Tag_Name_Reused,Information,0
CPP,CPP_MISRA_C,R05_05_Identifier_With_Static_Storage_Reused,Information,0
CPP,CPP_MISRA_C,R05_07_Identifier_Name_Reused,Information,0
CPP,CPP_MISRA_C,R06_01_Plain_Char_Type_Usage,Information,0
CPP,CPP_MISRA_C,R06_02_Not_Plain_Char_Type_Usage,Information,0
CPP,CPP_MISRA_C,R06_03_Non_Typedefd_Basic_Types,Information,0
CPP,CPP_MISRA_C,R06_04_Bit_Fields_Type,Information,0
CPP,CPP_MISRA_C,R06_05_Bit_Fields_Length,Information,0
CPP,CPP_MISRA_C,R07_01_Non_Zero_Octal_Constant,Information,0
CPP,CPP_MISRA_C,R08_03_Identical_Function_Decl_Def,Information,0
CPP,CPP_MISRA_C,R08_05_Object_Function_In_Header_File,Information,0
CPP,CPP_MISRA_C,R08_07_Block_Scope_Obj_If_Used_By_Single_Function,Information,0
CPP,CPP_MISRA_C,R08_08_External_Objects_Declared_Once,Information,0
CPP,CPP_MISRA_C,R09_03_Initializing_Non_First_And_Not_All_Members_In_Enum,Information,0
CPP,CPP_MISRA_C,R10_06_U_Suffix_Not_Applied_To_Unsigned_Const,Information,0
CPP,CPP_MISRA_C,R12_05_AND_OR_Operands_Not_As_Primary_Expressions,Information,0
CPP,CPP_MISRA_C,R12_07_Bitwise_Operator_On_Signed_Type,Information,0
CPP,CPP_MISRA_C,R12_09_Unary_Minus_Operator_On_Unsigned_Type,Information,0
CPP,CPP_MISRA_C,R12_10_Comma_Operator_Used,Information,0
CPP,CPP_MISRA_C,R12_12_Floating_Point_Bit_Underlying_Representation_Used,Information,0
CPP,CPP_MISRA_C,R12_13_Using_Of_Incremental_And_Decrimental_Operators,Information,0
CPP,CPP_MISRA_C,R13_01_Assignment_Operators_In_Boolean_Expressions,Information,0
CPP,CPP_MISRA_C,R13_03_Floating_Point_Equality_Or_Inequality,Information,0
CPP,CPP_MISRA_C,R13_04_Floating_Points_Objects_In_For_Control,Information,0
